,class_names
3470,"Gospel music,Music"
3471,"Blues,Music"
3472,"Gunshot, gunfire,Machine gun"
3473,"Music,Telephone bell ringing,Speech,Inside, large room or hall"
3474,Hands
3475,"Banjo,Applause,Music,Speech,Bluegrass"
3476,"Guitar,Acoustic guitar,Music,Musical instrument,Bow-wow,Speech,Dog,Animal,Whimper (dog)"
3477,"Music,Steelpan"
3478,"Water,Gush"
3479,"Domestic animals, pets,Bow-wow,Speech,Dog,Animal,Whimper (dog)"
3480,"Wood block,Percussion"
3481,"Reversing beeps,Truck,Vehicle"
3482,"Engine knocking,Engine"
3483,"Music,Field recording,Vehicle,Speech"
3484,"Crying, sobbing,Speech,Inside, small room"
3485,"Speech,Clapping"
3486,Orchestra
3487,"Music,Buzz,Speech"
3488,"Cat,Domestic animals, pets,Meow,Caterwaul,Speech,Animal"
3489,"Brass instrument,Trumpet"
3490,"Domestic animals, pets,Pig,Animal"
3491,"Sampler,Music"
3492,Keys jangling
3493,"Music,Rhythm and blues,Zing"
3494,"Music,Shatter,Speech,Inside, small room"
3495,Fire alarm
3496,Mouse
3497,"Croak,Frog"
3498,"Music,Wedding music"
3499,"Mains hum,Hum"
3500,"Busy signal,Beep, bleep,Music"
3501,"Air horn, truck horn,Skateboard,Toot,Vehicle horn, car horn, honking,Speech"
3502,"Boat, Water vehicle,Motorboat, speedboat"
3503,"Music,Crack"
3504,"Police car (siren),Music,Steelpan"
3505,"Bagpipes,Wind instrument, woodwind instrument"
3506,"Music,Whimper"
3507,Bluegrass
3508,"Speech,Sewing machine"
3509,Gargling
3510,"Music,Child singing"
3511,"Banjo,Guitar,Acoustic guitar,Music,Musical instrument,Plucked string instrument"
3512,"Zipper (clothing),Speech"
3513,"Steam whistle,Steam,Hiss"
3514,"Music,Middle Eastern music"
3515,"Singing,Guitar,Music,Musical instrument,Ska,Plucked string instrument"
3516,Jingle bell
3517,"Sneeze,Music,Speech"
3518,"Music,Wedding music"
3519,"Music,Angry music"
3520,"Crowd,Battle cry,Cheering"
3521,Orchestra
3522,"Guitar,Music,Musical instrument,Ukulele,Plucked string instrument"
3523,Chopping (food)
3524,"Music,Groan,Speech"
3525,"Electric piano,Keyboard (musical),Piano"
3526,"Bus,Reversing beeps,Vehicle,Speech,Outside, urban or manmade"
3527,"Music,Male singing"
3528,Clicking
3529,Blender
3530,"Steam whistle,Steam"
3531,"Lawn mower,Vehicle,Outside, urban or manmade"
3532,"Engine,Vehicle,Speech,Engine starting"
3533,Idling
3534,"Computer keyboard,Typing"
3535,"Engine,Rattle"
3536,"Engine,Vehicle,Engine starting"
3537,"Music,Rattle,Speech"
3538,"Wind chime,Chime"
3539,Explosion
3540,"Wail, moan,Speech"
3541,"Scratching (performance technique),Scratch"
3542,"Music,Middle Eastern music"
3543,"Speech,Boiling"
3544,Bus
3545,Jingle bell
3546,"Music,Drum machine"
3547,"Blues,Music,Rhythm and blues,Ska"
3548,"Singing,Music,Rock music,Roll"
3549,"Cat,Music,Domestic animals, pets,Meow,Speech,Animal"
3550,"Guitar,Music,Musical instrument,Speech,Electronic tuner,Plucked string instrument,Inside, small room"
3551,"Music,Buzz,Speech"
3552,Chopping (food)
3553,Printer
3554,Microwave oven
3555,"Drum,Drum roll,Snare drum,Percussion"
3556,"Air conditioning,Speech"
3557,Ping
3558,"Slosh,Splash, splatter,Water,Speech"
3559,"Brass instrument,French horn"
3560,Doorbell
3561,"Music,Television"
3562,"Organ,Hammond organ,Electronic organ"
3563,"Tap,Speech"
3564,"Sizzle,Stir"
3565,"Harp,Pizzicato"
3566,Waterfall
3567,"Organ,Hammond organ,Electronic organ"
3568,"Music,Lullaby"
3569,"Music,Thunk,Speech"
3570,"Mouse,Speech,Animal"
3571,"Field recording,Speech"
3572,"Harpsichord,Keyboard (musical)"
3573,"Sink (filling or washing),Water tap, faucet,Water"
3574,"Music,Happy music"
3575,"Bass guitar,Reverberation,Echo,Effects unit,Electric guitar,Guitar,Music,Chorus effect"
3576,Mouse
3577,"Traditional music,New-age music,Music"
3578,"Busy signal,Roar,Speech"
3579,"Music,Female singing,Child singing"
3580,Skateboard
3581,"Music,Bouncing,Speech"
3582,"Train whistle,Steam whistle,Steam,Hiss"
3583,Shatter
3584,"Bird flight, flapping wings"
3585,"Speech,Hands,Clapping,Child speech, kid speaking"
3586,"Cymbal,Drum,Drum kit,Drum roll,Rimshot,Snare drum,Bass drum,Percussion"
3587,Printer
3588,"Music,Speech,Sitar"
3589,"Toothbrush,Electric toothbrush,Speech"
3590,Pulleys
3591,"Christian music,Music"
3592,"Bicycle,Music,Whir"
3593,Clarinet
3594,"Pump (liquid),Water"
3595,"Air horn, truck horn,Vehicle horn, car horn, honking,Speech,Inside, small room"
3596,"Speech,Crumpling, crinkling,Inside, small room"
3597,Theme music
3598,"Horse,Neigh, whinny,Speech"
3599,"Croak,Frog"
3600,"Drum,Music,Musical instrument,Percussion,Steelpan"
3601,"Cat,Domestic animals, pets,Meow,Caterwaul,Speech,Animal"
3602,Jingle bell
3603,"Gasp,Speech,Breathing"
3604,Bicycle bell
3605,"Sniff,Speech"
3606,"Busy signal,Speech"
3607,Electric toothbrush
3608,"Giggle,Belly laugh,Child speech, kid speaking,Inside, small room,Outside, urban or manmade"
3609,"Singing,Finger snapping,Speech"
3610,"Wind instrument, woodwind instrument,Shofar"
3611,"Music,Speech,Synthetic singing"
3612,"Railroad car, train wagon,Train whistle,Rail transport,Steam,Train,Hiss,Clickety-clack,Sound effect"
3613,"Music,Sad music"
3614,"Tapping (guitar technique),Effects unit,Guitar,Music,Musical instrument,Plucked string instrument,Distortion"
3615,"Laughter,Gargling,Speech"
3616,"Music,Bluegrass"
3617,"Drum,Drum roll,Snare drum,Percussion"
3618,"Siren,Alarm"
3619,"Crow,Caw"
3620,"Music,Tick"
3621,"Vibration,Engine,Motorcycle,Vehicle"
3622,Tap
3623,"Buzz,Speech"
3624,"Purr,Animal"
3625,"Blues,Music,Pop music"
3626,"Domestic animals, pets,Pig,Livestock, farm animals, working animals,Animal"
3627,"Domestic animals, pets,Pant,Animal"
3628,"Zipper (clothing),Speech"
3629,"Fill (with liquid),Water,Speech"
3630,"Dial tone,Speech"
3631,Sneeze
3632,"Bow-wow,Speech,Whimper (dog)"
3633,"Music,Chink, clink,Speech"
3634,"Roar,Music,Speech"
3635,"Squeak,Speech"
3636,"Music,Wedding music,Music of Bollywood"
3637,"Singing,New-age music,Music"
3638,"Music,Music for children,Speech"
3639,"Narration, monologue,Speech"
3640,Sigh
3641,"Mains hum,Hum"
3642,"Reversing beeps,Truck,Vehicle,Speech"
3643,"Carnatic music,Music of Asia,Music"
3644,"Folk music,Music"
3645,"Toot,Truck,Vehicle,Vehicle horn, car horn, honking,Medium engine (mid frequency)"
3646,"Music,Sad music"
3647,"Music,Speech,White noise"
3648,"Siren,Civil defense siren"
3649,"Speech,Boiling"
3650,"Cat,Domestic animals, pets,Caterwaul,Animal"
3651,"Music,Speech,Fireworks"
3652,"Thump, thud,Speech"
3653,Whistling
3654,"Speech,Typewriter"
3655,Waterfall
3656,"Wail, moan"
3657,Roar
3658,"Gunshot, gunfire,Cap gun"
3659,Basketball bounce
3660,"Domestic animals, pets,Howl,Bow-wow,Dog,Animal,Whimper (dog)"
3661,"Music,Scary music"
3662,"Horse,Music,Neigh, whinny,Speech,Animal"
3663,"Whispering,Speech"
3664,Rumble
3665,Rustle
3666,"Clock,Inside, small room"
3667,Whale vocalization
3668,"Cat,Music,Domestic animals, pets,Caterwaul,Speech,Animal"
3669,"Music,Eruption"
3670,Whistling
3671,"Chatter,Speech"
3672,"Didgeridoo,Music,Musical instrument,Speech"
3673,"Christmas music,Christian music,Music,Rattle (instrument)"
3674,"Propeller, airscrew,Engine,Outside, urban or manmade"
3675,"Domestic animals, pets,Dog,Animal,Whimper (dog)"
3676,Belly laugh
3677,Waterfall
3678,"Electric toothbrush,Speech,Inside, small room"
3679,"Whack, thwack"
3680,"Crying, sobbing,Speech"
3681,"Drum,Drum kit,Drum roll,Rimshot,Snare drum,Bass drum,Percussion"
3682,"Music,Mandolin"
3683,"Vehicle,Speech,Traffic noise, roadway noise,Car,Outside, urban or manmade"
3684,"Flamenco,Music"
3685,"Cat,Domestic animals, pets,Caterwaul,Speech,Animal"
3686,"Ding,Clang"
3687,"Crowd,Cheering,Children shouting"
3688,"Crowd,Cheering,Children shouting"
3689,"Idling,Heavy engine (low frequency)"
3690,"Harpsichord,Keyboard (musical)"
3691,"Male speech, man speaking,Scratch,Speech"
3692,"Mouse,Animal"
3693,"Music,Angry music"
3694,Boom
3695,"Power windows, electric windows"
3696,"Sanding,Rub"
3697,"Jingle, tinkle"
3698,Rapping
3699,Mechanical fan
3700,Hair dryer
3701,Clock
3702,"Pink noise,Child speech, kid speaking"
3703,"Music,Electronica"
3704,"Music of Africa,Music"
3705,Chainsaw
3706,Humming
3707,"Subway, metro, underground,Railroad car, train wagon,Rail transport,Train,Clickety-clack"
3708,Speech synthesizer
3709,Stream
3710,"Canidae, dogs, wolves,Music,Howl,Speech,Animal"
3711,Vacuum cleaner
3712,"Ding,Clang"
3713,"Music,Male speech, man speaking"
3714,"Music,Happy music,Tender music"
3715,"Speech,Breathing"
3716,"Boat, Water vehicle,Wind,Ship,Wind noise (microphone)"
3717,"Music,Steel guitar, slide guitar"
3718,"Female speech, woman speaking,Speech"
3719,"Insect,Mosquito,Fly, housefly"
3720,"Railroad car, train wagon,Train whistle,Rail transport,Steam whistle,Steam,Train,Hiss,Clickety-clack"
3721,Belly laugh
3722,"Rain,Thunderstorm,Thunder,Rain on surface"
3723,"Rustling leaves,Speech"
3724,Video game music
3725,"Tapping (guitar technique),Electric guitar,Music"
3726,"Gunshot, gunfire,Cap gun"
3727,"Canidae, dogs, wolves,Domestic animals, pets,Pant,Dog,Animal"
3728,"Rodents, rats, mice"
3729,"Laughter,Purr,Speech"
3730,"Music,Tap"
3731,"Singing,Carnatic music,Tabla,Music,Classical music"
3732,"Sink (filling or washing),Drip"
3733,"Splinter,Wood"
3734,"Speech,Children playing"
3735,Squeak
3736,Whir
3737,Singing bowl
3738,Cacophony
3739,Fill (with liquid)
3740,"Bird,Music,Crow,Squeal,Speech"
3741,"Music,Steel guitar, slide guitar"
3742,"Boat, Water vehicle,Rowboat, canoe, kayak"
3743,Car passing by
3744,"Drip,Outside, urban or manmade"
3745,"Canidae, dogs, wolves,Domestic animals, pets,Howl,Speech,Dog,Animal"
3746,Typewriter
3747,"Horse,Neigh, whinny,Clip-clop,Speech,Animal"
3748,"Music,Independent music,Middle Eastern music,Soundtrack music,Tender music"
3749,"Music,Ambient music"
3750,"Theme music,Jingle (music),Music"
3751,"Bass guitar,Echo,Guitar,Acoustic guitar,Music,Musical instrument,Plucked string instrument"
3752,"Vehicle,Speech,Medium engine (mid frequency)"
3753,"Cash register,Speech"
3754,"Babbling,Speech"
3755,Opera
3756,"Blues,Music"
3757,"Sampler,Electronic music,Music,Electronica"
3758,Stream
3759,Snort
3760,"Traditional music,Jazz,Music"
3761,"Rustling leaves,Speech"
3762,"Silence,Speech,Inside, small room"
3763,Speech synthesizer
3764,"Music,Harmonic"
3765,"Hiccup,Speech"
3766,Opera
3767,Sigh
3768,"Music,Sonar"
3769,Mandolin
3770,"Hiccup,Speech"
3771,"Laughter,Shout,Speech"
3772,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
3773,"Ding,Clang"
3774,"Music,Soundtrack music"
3775,"Glass,Speech"
3776,"Splinter,Crushing,Wood"
3777,"Gargling,Speech"
3778,"Engine,Accelerating, revving, vroom,Vehicle,Engine starting"
3779,"Cat,Purr,Domestic animals, pets,Animal"
3780,"Sniff,Inside, small room"
3781,"Splinter,Wood"
3782,"Music,Techno,Trance music"
3783,"Domestic animals, pets,Yip,Speech,Animal"
3784,"Music,Lullaby"
3785,"Cat,Music,Domestic animals, pets,Meow,Speech,Animal"
3786,Throbbing
3787,"Shuffling cards,Speech"
3788,"Music,Salsa music"
3789,"Singing,A capella"
3790,"Music,Lullaby"
3791,"Stir,Frying (food)"
3792,"Crowd,Cheering,Children shouting"
3793,"Run,Speech,Animal,Outside, rural or natural"
3794,"Yip,Speech"
3795,Sampler
3796,"Electric shaver, electric razor"
3797,Chirp tone
3798,"Steam whistle,Steam,Hiss,Whistle"
3799,"Fowl,Crowing, cock-a-doodle-doo,Cluck,Chicken, rooster"
3800,Cupboard open or close
3801,"Music,Burst, pop,Speech"
3802,"Speech,Microwave oven"
3803,"Door,Slam"
3804,"Burst, pop"
3805,"Brass instrument,French horn,Trombone,Trumpet"
3806,Shuffling cards
3807,"Music,Fill (with liquid),Speech,Inside, small room"
3808,"Music,Ukulele"
3809,"Crunch,Sound effect"
3810,"Pump (liquid),Water"
3811,Arrow
3812,"Singing,Music,Chatter,Speech,Inside, public space"
3813,"Environmental noise,Speech"
3814,"Mechanical fan,Domestic animals, pets,Dog,Animal,Outside, urban or manmade"
3815,"Turkey,Fowl,Gobble"
3816,"Music,Tender music"
3817,"Telephone dialing, DTMF,Speech,Inside, small room"
3818,Yell
3819,"Plop,Speech"
3820,"Cash register,Speech"
3821,"Singing,Effects unit,Guitar,Music,Musical instrument,Chorus effect,Plucked string instrument,Inside, small room"
3822,"Gunshot, gunfire,Machine gun"
3823,"Boat, Water vehicle,Motorboat, speedboat"
3824,"Music,Boom"
3825,"Jazz,Music,Punk rock,Pop music,Progressive rock,Grunge"
3826,"Speech,Boiling,Inside, small room"
3827,"Rattle,Speech"
3828,Typing
3829,"Door,Speech"
3830,"Sneeze,Speech"
3831,Fire
3832,"Cymbal,Hi-hat"
3833,"Music,Bang"
3834,"Rustle,Thunder"
3835,"Cash register,Speech"
3836,"Finger snapping,Speech,Inside, small room"
3837,"Tapping (guitar technique),Electric guitar,Guitar,Music,Musical instrument,Speech,Plucked string instrument"
3838,Squeal
3839,"Music,Ukulele"
3840,"Clicking,Speech"
3841,"Afrobeat,Music"
3842,Chop
3843,"Wind,Rain,Rain on surface,Wind noise (microphone)"
3844,"Gunshot, gunfire,Machine gun"
3845,"Speech,Hands,Child speech, kid speaking"
3846,"Harp,Violin, fiddle,Pizzicato,Bowed string instrument"
3847,"Wind instrument, woodwind instrument,Shofar"
3848,"Electric shaver, electric razor"
3849,"Emergency vehicle,Siren,Police car (siren)"
3850,"Fill (with liquid),Water"
3851,"Bicycle,Insect,Vehicle,Outside, rural or natural"
3852,Arrow
3853,"Music,Funny music"
3854,"Insect,Mosquito,Fly, housefly"
3855,Squawk
3856,Lawn mower
3857,"Music,Burst, pop"
3858,"Rain,Rain on surface"
3859,"Music,Tender music"
3860,"Cash register,Music"
3861,Filing (rasp)
3862,"Reversing beeps,Speech"
3863,Fart
3864,"Sine wave,Chirp tone"
3865,"Mantra,Music"
3866,"Skateboard,Speech"
3867,Soul music
3868,"Croak,Frog"
3869,Finger snapping
3870,"Ice cream truck, ice cream van,Vehicle,Speech"
3871,"Music,Skateboard,Speech"
3872,"Music,Oink"
3873,"Croak,Frog"
3874,"Music,Buzz,Speech"
3875,Salsa music
3876,A capella
3877,Sound effect
3878,"Music,Buzz,Speech"
3879,Fart
3880,Sniff
3881,"Music,Roll,Rock and roll"
3882,"Didgeridoo,Music"
3883,"Country,Music"
3884,Harmonic
3885,"Engine,Jet engine,Aircraft"
3886,"Music,Song,Salsa music,Maraca"
3887,"Sneeze,Wheeze"
3888,"Laughter,Giggle,Belly laugh,Speech"
3889,Coin (dropping)
3890,Clang
3891,"Afrobeat,Music of Africa,Music"
3892,"Railroad car, train wagon,Train whistle,Rail transport,Train"
3893,"Drum,Drum roll,Percussion"
3894,Air conditioning
3895,"Accelerating, revving, vroom,Vehicle,Car,Heavy engine (low frequency)"
3896,"Silence,Sigh"
3897,"Cello,Double bass,Violin, fiddle,Bowed string instrument"
3898,"Cat,Music,Domestic animals, pets,Meow,Caterwaul,Speech,Animal"
3899,"Folk music,Music,Musical instrument,Rattle (instrument),Percussion"
3900,"Laughter,Belly laugh,Baby laughter"
3901,"Speech,Baby cry, infant cry"
3902,Chant
3903,"Roaring cats (lions, tigers),Animal"
3904,"Cough,Music,Vehicle,Speech,Throat clearing,Car"
3905,"Music,Speech,White noise"
3906,Chirp tone
3907,"Music,Skateboard"
3908,"Blues,Bass guitar,Guitar,Music,Musical instrument,Plucked string instrument"
3909,"Speech,Gush"
3910,Gong
3911,"Drum kit,Guitar,Music,Musical instrument,Female singing"
3912,Ping
3913,"Silence,Chink, clink"
3914,Hands
3915,"Single-lens reflex camera,Camera"
3916,Whistle
3917,"Folk music,Music,Rhythm and blues"
3918,"Music,Bellow"
3919,"Mains hum,Throbbing,Hum"
3920,"Breaking,Speech"
3921,"Singing,Music,Choir,Tender music"
3922,"Gunshot, gunfire,Cap gun"
3923,Ambient music
3924,"Music,Speech,Vibraphone"
3925,"Bee, wasp, etc.,Insect,Fly, housefly"
3926,"Chewing, mastication"
3927,"Aircraft engine,Speech,Aircraft"
3928,Drawer open or close
3929,"Wild animals,Roar,Speech,Roaring cats (lions, tigers),Animal"
3930,"Hubbub, speech noise, speech babble,Vehicle,Speech,Car"
3931,"Music,Funny music"
3932,"Music,Dubstep,Vibraphone"
3933,"Babbling,Speech,Inside, small room"
3934,Car passing by
3935,"Gospel music,Music"
3936,"Music,Alarm,Speech"
3937,Patter
3938,"Music,Punk rock,Rock and roll,Progressive rock,Grunge,Soundtrack music,Funny music"
3939,"Music,Pop music,Rhythm and blues,Zing"
3940,"Speech,Children playing,Inside, large room or hall"
3941,"Rain,Raindrop,Rain on surface"
3942,"Laughter,Speech,Breathing"
3943,"Heart sounds, heartbeat,Throbbing"
3944,"Fusillade,Speech"
3945,"Toilet flush,Water"
3946,"Music,Chink, clink"
3947,"Wild animals,Roaring cats (lions, tigers),Animal"
3948,"Guitar,Acoustic guitar,Music,Musical instrument,Strum,Speech,Plucked string instrument"
3949,"Scissors,Speech"
3950,"Tabla,Drum,Percussion"
3951,"Pulleys,Mechanisms"
3952,Foghorn
3953,"Gospel music,Music"
3954,"Rain,Rustle,Raindrop"
3955,"Aircraft engine,Vehicle,Fixed-wing aircraft, airplane,Aircraft,Outside, urban or manmade"
3956,"Organ,Hammond organ"
3957,"Reverberation,Guitar,Music,Musical instrument,Plucked string instrument"
3958,"Engine,Music,Vehicle,Speech,Engine starting"
3959,"Speech,Fireworks"
3960,Scratching (performance technique)
3961,"Throbbing,Hum"
3962,"Singing,Music,Bellow,Speech,Inside, large room or hall"
3963,Bluegrass
3964,"Zither,Pizzicato"
3965,"Clock,Tick-tock,Tick"
3966,"Music,Speech,Child speech, kid speaking,Boing"
3967,Clatter
3968,"Folk music,Music"
3969,"Crackle,Speech"
3970,"Tearing,Speech"
3971,Waterfall
3972,"Music,Happy music"
3973,"Cymbal,Drum,Drum kit,Hi-hat,Rimshot,Snare drum,Bass drum,Percussion"
3974,Jingle (music)
3975,"Folk music,Music"
3976,"Whoosh, swoosh, swish"
3977,"Music,Middle Eastern music"
3978,"Music,Oink"
3979,Field recording
3980,"Speech,Hands"
3981,Pump (liquid)
3982,"Mains hum,Hum"
3983,Chop
3984,Medium engine (mid frequency)
3985,"Cattle, bovinae,Moo,Livestock, farm animals, working animals"
3986,"Timpani,Music,Speech"
3987,"Sizzle,Stir,Frying (food)"
3988,"Explosion,Music,Speech"
3989,"Jackhammer,Music,Speech,Outside, rural or natural"
3990,"Railroad car, train wagon,Train horn,Rail transport,Train"
3991,"Turkey,Fowl,Gobble"
3992,"Single-lens reflex camera,Speech"
3993,"Music,Electronic tuner"
3994,"Chewing, mastication,Inside, small room"
3995,"Slosh,Speech,Child speech, kid speaking,Outside, urban or manmade"
3996,"Bark,Domestic animals, pets,Howl,Yip,Dog,Animal"
3997,Throat clearing
3998,"Music,Maraca"
3999,Snort
4000,"Horse,Clip-clop,Speech,Animal"
4001,"Harmonica,Jingle, tinkle,Wind instrument, woodwind instrument"
4002,"Flamenco,Music"
4003,"Clip-clop,Speech"
4004,Hair dryer
4005,"Motorcycle,Field recording,Vehicle"
4006,Clang
4007,"Music,Tender music"
4008,Stomach rumble
4009,Lullaby
4010,"Music,Slosh,Speech"
4011,"Drum,Drum roll,Rimshot,Snare drum,Bass drum,Percussion"
4012,"Music,Music for children,Song"
4013,"Music,Lullaby"
4014,Stir
4015,"Insect,Cricket"
4016,"Ratchet, pawl,Pulleys,Gears,Mechanisms"
4017,"Music,Bouncing"
4018,"Smoke detector, smoke alarm,Speech"
4019,"Pump (liquid),Water"
4020,"Marimba, xylophone,Glockenspiel,Mallet percussion"
4021,"Music,Middle Eastern music"
4022,Pant
4023,"Music,Roll,Rock and roll"
4024,"Horse,Clip-clop"
4025,"Music,Speech,Harmonic"
4026,"Harp,Pizzicato"
4027,"Thump, thud,Speech"
4028,"Cacophony,Vehicle,Noise,Car"
4029,"Keys jangling,Vehicle,Speech"
4030,"Bird flight, flapping wings"
4031,"Banjo,Music"
4032,"Gasp,Speech"
4033,"Engine,Accelerating, revving, vroom,Engine starting"
4034,"Music,Spray"
4035,"Tearing,Speech,Inside, small room"
4036,"Blues,Tapping (guitar technique),Electric guitar,Guitar,Music,Musical instrument,Speech,Plucked string instrument"
4037,"Wind instrument, woodwind instrument,Flute"
4038,"Music,Boom"
4039,Keys jangling
4040,"Telephone dialing, DTMF"
4041,"Music,Dubstep,Electronic dance music,Speech,Sound effect"
4042,Orchestra
4043,"Glass,Music,Chink, clink,Speech"
4044,"Cough,Speech"
4045,Electric toothbrush
4046,"Music,Rumble,Inside, large room or hall"
4047,"Engine,Idling,Vehicle,Medium engine (mid frequency)"
4048,"Swing music,Music"
4049,Rapping
4050,"Crumpling, crinkling,Inside, small room"
4051,Typewriter
4052,"Silence,Music,Speech,Inside, large room or hall"
4053,"Skateboard,Speech"
4054,"Fowl,Cluck,Chicken, rooster"
4055,"Singing,Rock and roll"
4056,Microwave oven
4057,"Music,Electronica"
4058,"Sigh,Tap,Speech"
4059,Writing
4060,"Music,Bicycle bell"
